6.018687319909999900e+01,2.482153803670000158e+01
6.016988627119999933e+01,2.470799371789999910e+01
6.016421303380000296e+01,2.491809346129999980e+01
6.017273548379999681e+01,2.473738814120000029e+01
6.017677150549999965e+01,2.480343733269999973e+01
6.020732792609999962e+01,2.490032109019999851e+01
6.022282185510000119e+01,2.481433930189999870e+01
6.018125733600000160e+01,2.475420191839999973e+01
6.020286698769999845e+01,2.486035011750000123e+01
6.017158465119999988e+01,2.495858167249999937e+01
6.018256891890000304e+01,2.477985651650000065e+01
6.017306079640000149e+01,2.472363081680000008e+01
6.018718226040000019e+01,2.483052312239999893e+01
6.039968872069999861e+01,2.475114822389999958e+01
6.016317749019999894e+01,2.487018848599999998e+01
6.016062124369999964e+01,2.469803162859999901e+01
6.016655972899999938e+01,2.473370691599999915e+01
6.021281433109999881e+01,2.508707427979999949e+01
6.018603254050000118e+01,2.481009569920000146e+01
6.020576675619999918e+01,2.488324094800000097e+01
6.020666457949999995e+01,2.484023153929999950e+01
6.017553749470000213e+01,2.482533809390000101e+01
6.016494220429999729e+01,2.471245151829999998e+01
6.016357924719999772e+01,2.493415862859999876e+01
6.017709266789999845e+01,2.474186887360000142e+01
6.017381859609999850e+01,2.471075092519999927e+01
6.020284694170000250e+01,2.487115768760000023e+01
6.016709795189999710e+01,2.475815612190000081e+01
6.018315378820000205e+01,2.478762170190000091e+01
6.016889022830000044e+01,2.478018947600000033e+01
6.016588478090000081e+01,2.489798574450000146e+01
6.018328202899999724e+01,2.477079353330000089e+01
6.016365589339999786e+01,2.472559455069999856e+01
6.020295056429999647e+01,2.475514845409999865e+01
6.018217858399999898e+01,2.474695923109999995e+01
6.018453421339999920e+01,2.480243502169999914e+01
6.017322398830000196e+01,2.473060862999999898e+01
6.018096803790000138e+01,2.476055081240000177e+01
6.016379520499999956e+01,2.471966452930000102e+01
6.018165087700000271e+01,2.479632126490000132e+01
6.016287928429999710e+01,2.473755242889999906e+01
6.016588804460000262e+01,2.484546301099999965e+01
6.017634808740000096e+01,2.475322058029999894e+01
6.018692292370000274e+01,2.482292288640000066e+01
6.017620726690000055e+01,2.471709482400000013e+01
6.020575790409999684e+01,2.480966472629999942e+01
6.020449487789999665e+01,2.485123990709999831e+01
6.016719940729999649e+01,2.494676262990000026e+01
6.017053982769999720e+01,2.474666343970000071e+01
6.017094838780000288e+01,2.470530525059999860e+01
