6.017095947265625000e+01,2.470532989501953125e+01,1.033333301544189453e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.033333301544189453e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.049999952316284180e+00,1.000000000000000000e+00
6.017095947265625000e+01,2.470532989501953125e+01,1.066666722297668457e+00,1.000000000000000000e+00
6.017094421386718750e+01,2.470539283752441406e+01,1.066666722297668457e+00,1.000000000000000000e+00
6.017070770263671875e+01,2.470800399780273438e+01,1.016666698455810547e+01,1.000000000000000000e+00
6.017070770263671875e+01,2.470800399780273438e+01,1.016666698455810547e+01,1.000000000000000000e+00
6.017070770263671875e+01,2.470800399780273438e+01,1.016666698455810547e+01,1.000000000000000000e+00
6.017221069335937500e+01,2.470999336242675781e+01,1.016666698455810547e+01,1.000000000000000000e+00
6.017238616943359375e+01,2.471033287048339844e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017321777343750000e+01,2.471068954467773438e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017431259155273438e+01,2.471041679382324219e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017431259155273438e+01,2.471041679382324219e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017566299438476562e+01,2.471121406555175781e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017048645019531250e+01,2.469691276550292969e+01,1.018333339691162109e+01,1.000000000000000000e+00
6.017665863037109375e+01,2.471585655212402344e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017356872558593750e+01,2.470516586303710938e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017401123046875000e+01,2.472229957580566406e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017366027832031250e+01,2.472237205505371094e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017262649536132812e+01,2.472293853759765625e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017263412475585938e+01,2.472302818298339844e+01,1.019999980926513672e+01,1.000000000000000000e+00
6.017265319824218750e+01,2.472558593750000000e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017279434204101562e+01,2.472773933410644531e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017281723022460938e+01,2.472785186767578125e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017317962646484375e+01,2.472947692871093750e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017220687866210938e+01,2.473094177246093750e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017193984985351562e+01,2.473241806030273438e+01,1.021666622161865234e+01,1.000000000000000000e+00
6.017200088500976562e+01,2.473375320434570312e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017202758789062500e+01,2.473409652709960938e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017244720458984375e+01,2.473540878295898438e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017267608642578125e+01,2.473631286621093750e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017280578613281250e+01,2.473681831359863281e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017285919189453125e+01,2.473676681518554688e+01,1.023333358764648438e+01,1.000000000000000000e+00
6.017282485961914062e+01,2.473673629760742188e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017295455932617188e+01,2.473651885986328125e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017366027832031250e+01,2.473686981201171875e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017380142211914062e+01,2.473690223693847656e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017485046386718750e+01,2.473727798461914062e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017471694946289062e+01,2.473900794982910156e+01,1.025000000000000000e+01,1.000000000000000000e+00
6.017486953735351562e+01,2.474080657958984375e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017503356933593750e+01,2.474225807189941406e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017519760131835938e+01,2.474261665344238281e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017526245117187500e+01,2.474288940429687500e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017587280273437500e+01,2.474244499206542969e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017696762084960938e+01,2.474201583862304688e+01,1.026666641235351562e+01,1.000000000000000000e+00
6.017776870727539062e+01,2.474194335937500000e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.017786026000976562e+01,2.474179840087890625e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.017979812622070312e+01,2.474278831481933594e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.018115234375000000e+01,2.474418067932128906e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.018124771118164062e+01,2.474440765380859375e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.018171310424804688e+01,2.474681091308593750e+01,1.028333377838134766e+01,1.000000000000000000e+00
6.018140029907226562e+01,2.475218391418457031e+01,1.030000019073486328e+01,1.000000000000000000e+00
6.018127441406250000e+01,2.475352859497070312e+01,1.030000019073486328e+01,1.000000000000000000e+00
6.018125915527343750e+01,2.475372314453125000e+01,1.030000019073486328e+01,1.000000000000000000e+00
6.018125152587890625e+01,2.475485420227050781e+01,1.030000019073486328e+01,1.000000000000000000e+00
6.018094635009765625e+01,2.475786209106445312e+01,1.030000019073486328e+01,1.000000000000000000e+00
6.018096542358398438e+01,2.475906372070312500e+01,1.030000019073486328e+01,1.000000000000000000e+00
